Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
camp blue bay,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
roger neilson hockey camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
golf camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis 3 year old,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,1,2,2.19,0.00,OK,Appears relevant
suffolk camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),Added,1,2,2.01,0.00,OK,Appears relevant
football camps,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),Added,0,12,0.00,0.00,OK,Appears relevant
warriors summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
infield camp,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis summer camp new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer camps in hicksville,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
top golf kids camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
camp achieve 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,3,1.97,0.00,OK,Appears relevant
syosset tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,8,0.00,0.00,OK,Appears relevant
sports for kids 4 years old,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
future stars volleyball training,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,2,0.00,0.00,OK,Brand term matched: 'future stars'
football camps near me,CM - Nonbranded - Other Geos (MxConv),Football Camps,Exact match,Added,1,15,1.32,0.00,OK,Appears relevant
franklin and marshall baseball camp,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
life thru hoops elmsford,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
pitching clinics near me softball,CM - Nonbranded - Other Geos (MxConv),Softball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
camp condor white plains,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
tennis racket club near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
sports camp kids,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
aquarium camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
football camp for teens near me,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
st joes basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,1,1,4.91,0.00,OK,Appears relevant
harrison summer camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
camp southampton,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
westchester camps,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
long island camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
pathfinders adventure camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
junior celtics summer camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
westchester indoor tennis club,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
star tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
summer basketball programs near me,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
college camps football,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
st anthonys summer camps,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
bay shore summer camps,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
js summer camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
kids agility training near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
malibu day camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
model volleyball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
camp volleyball,CM - pMax - Portland (MxConv), --,Performance Max,None,1,1,0.27,0.00,OK,Appears relevant for Portland market
between the legs dribble in basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
volleyball court rental,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,OK,Appears relevant for Portland market
how much is horseback riding camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
horse rides near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
ymca explorers camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
summer camp 9 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
danny maude golf,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
camp luhi,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,OK,Appears relevant for Portland market
tennis classes for kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
westchester day camps,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
stars academy,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
tennis racquet sizes,CM - pMax - Portland (MxConv), --,Performance Max,None,1,1,1.26,0.00,OK,Appears relevant for Portland market
youth tennis racket sizing,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,OK,Appears relevant for Portland market
next gen baseball camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
rafa nadal camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
red robin westbury,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
malibu summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,17,2.88,0.00,OK,Appears relevant
cross country camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
island quest,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,2,61,5.91,0.00,OK,Appears relevant
field hockey summer camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,1,2.38,0.00,OK,Appears relevant
tob summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
exact sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer art camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
ava volleyball camps,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
asl summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
baiting hollow summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
volleyball instruction near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,3,6,7.64,2.00,OK,Appears relevant
soccer camp for girls,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,1,9,3.03,0.00,OK,Appears relevant
summer camp programs for 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
davidson basketball camps,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer camp for high schoolers,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
football camo,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
goalkeeper clinic near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
smithtown recreation summer 2026 schedule,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
campamentos de verano new york,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,9,0.00,0.00,OK,Appears relevant
topgolf summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
smithtown summer programs,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
care camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
springfield summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
medical summer camps for high school students,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
mount tom day camp mount tom road new rochelle ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
o d football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
arts and crafts camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
full day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,2,3.38,0.00,OK,Appears relevant
kids hockey summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
tennis camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp teens,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
softball clinics near me 2025,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
2 way lacrosse camp,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
usa sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
swimming camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp ninja,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
camp woods,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer day camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,2,30,5.56,0.00,OK,Appears relevant
cougar summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer camps for kids entering kindergarten,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp near me for 12 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
glen cove summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
camp for 10 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
youth pickleball camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
weekly summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
southampton summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
boys basketball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
saw mill tennis club near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,1,2,0.67,0.00,OK,Appears relevant
basketball summer camps for 12 year olds,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
eurostar soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis wall near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,5,0.00,0.00,OK,Appears relevant
best soccer goalie camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
atlantic club tennis camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tennis and swim summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
jaxson dart football camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
kutztown football camps,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer school for 4 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp long island 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
phelps lane summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
stockwell day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
part time summer camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
cheapest summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
stepinac summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
volleyball near me girls,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
fun in the sun swim camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
rowing camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,Appears relevant
basketball camps for teens near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,3,2.84,0.00,OK,Appears relevant
summer camps august 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
boys and girls club basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp open now,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,1.93,0.00,OK,Appears relevant
my gym summer camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
manning football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
mark nofri football camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
rec center summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp roosevelt,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
wildcat camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp nassau county ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
how old for summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
boys soccer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tennis mamaroneck,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,5,0.00,0.00,OK,Appears relevant
hidden valley summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
camps in suffolk county,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
tennis camps westchester ny,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,1,2,2.06,0.00,OK,Appears relevant
mclean summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer school near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,1,2.26,0.00,OK,Appears relevant
kids camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,4,66,11.86,0.00,OK,Appears relevant
camp echo bay new rochelle,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
harbor country day school summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
nassau county summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
indoor basketball summer camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
yes summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,40,0.00,0.00,OK,Appears relevant
pds summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
rye nature center summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,7,0.00,0.00,OK,Appears relevant
mount sinai summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,11,0.00,0.00,OK,Appears relevant
merc camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
luhi basketball,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,4,30,12.35,0.00,OK,Appears relevant
major owens summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
main idea camp walden,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
easter break camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
town of oyster bay youth tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
track camp summer 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
kids strong camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,14,0.00,0.00,OK,Appears relevant
inwood tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
southward ho day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
day camps for girls,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp invention 2025 locations,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
green chimneys summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
rockville summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
soccer summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,1,2,3.28,0.00,OK,Appears relevant
soccer summer camp long island,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp invention summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
nassau county summer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,34,0.66,0.00,OK,Appears relevant
teen camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,2,20,4.29,0.00,OK,Appears relevant
life time camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer daycare,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,Appears relevant
future stars players,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,0,2,0.00,0.00,OK,Brand term matched: 'future stars'
camps near by,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
prospect park day camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
gymtime camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
boys and girls club camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,5,0.00,0.00,OK,Appears relevant
total tennis near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
summer dance studio,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Exact match (close variant),None,1,3,2.56,0.00,OK,Appears relevant
lacrosse summer camps 2026,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match,None,3,17,9.06,0.00,OK,Appears relevant
ballet summer camp,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
sag harbor summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp french,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
tennis summer camp near me,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
hilltop summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
portledge school summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
camps near me for kids,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
sandy gordon basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
rcta tennis camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
usdan summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,9,0.00,0.00,OK,Appears relevant
local camps near me,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
cliff drysdale tennis center,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
pickleball camp kids,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp east hampton,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
camp harbor st james,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,2,1.68,0.00,OK,Appears relevant
squire camp hartsdale,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
nyjtl ps100x,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
can am camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
swim camps 2025,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,OK,Appears relevant for Portland market
