Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
farmingdale sports camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,2,5,2.86,0.00,OK,Appears relevant
fdu basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
tennis clubs in westchester ny,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
soccer shots summer session,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
softball camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,20,0.52,0.00,OK,Appears relevant
summer campus,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
summer camps for 3 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
college softball prospect camps,CM - Nonbranded - Geo Priorities (MxCx),Softball Camps,Phrase match,None,1,2,2.38,0.00,OK,Appears relevant
summer camp for 3 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,3.32,0.00,OK,Appears relevant
discover camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
sport summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
volleyball near me near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
how much is volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
full day summer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
us sport camp,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
tobay summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camps on the east coast,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
scarsdale summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
near me volleyball,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,5,0.00,0.00,OK,Appears relevant
sport time club,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
summer sports for 6 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
gifted summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,3,3.20,0.00,OK,Appears relevant
gaming camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
summer camps brentwood ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
all american gymnastics summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,Appears relevant
morry's camp new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
bethpage sportime,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,11,0.00,0.00,OK,Appears relevant
wcc summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
red clay tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
summer horseback riding camp near me,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
kids aviation camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,3.09,0.00,OK,Appears relevant
forest hills tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
gymnastic camps summer 2025,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
basketball camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,3,1.15,0.00,OK,Appears relevant
town camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
woodmont summer camp ny,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp echo dates and rates,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp long island 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,14,2.85,0.00,OK,Appears relevant
camps in new york,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,10,2.75,0.00,OK,Appears relevant
kids craft summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
day camps for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
4h riverhead,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.23,0.00,OK,Appears relevant
coleman country day camp cost,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
harborfields summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,1,2.18,0.00,OK,Appears relevant
kids day camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer school near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,4,30,11.78,0.00,OK,Appears relevant
irish dance summer camp,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match,None,1,2,3.35,0.00,OK,Appears relevant
soccer camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),Added,7,21,15.17,0.00,OK,Appears relevant
little athletes near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
weekly camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
volleyball camp for girls near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
summer sports for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,7,44,17.08,0.00,OK,Appears relevant
scout summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp dance near me,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
day camp westchester,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,8,0.00,0.00,OK,Appears relevant
school camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
lakeview tennis near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
beginner volleyball camps near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
basketball camp for 8 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
kindercare summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
soccer camp summer 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
hoboken camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
sports summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),Added,6,53,13.25,0.00,OK,Appears relevant
world cup summer camp,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
college id camps for women's soccer,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
future stars patchogue,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match (close variant),None,111,276,92.49,5.70,OK,Brand term matched: 'future stars'
future stars volleyball camp,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,83,196,105.25,7.00,OK,Brand term matched: 'future stars'
summer camps in white plains ny,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camps eastchester ny,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer baseball camps 2026,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
long island summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,6,2.74,0.00,OK,Appears relevant
kids sports camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
hoop dreamz camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
westchester gymnastics summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
mitl tennis,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
camp mastic,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
girls only basketball camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
jaxson dart youth football camp,CM - Nonbranded - Other Geos (MxConv),Football Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
art camps,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
hommocks summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
steady buckets schedule,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis clinics,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
freeport rec summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,1,1,2.05,0.00,OK,Appears relevant
st joes baseball camp,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
made hoops summer camp,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
day camps near me,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,10,0.00,0.00,OK,Appears relevant
baseball camp for kids,CM - Nonbranded - Other Geos (MxConv),Baseball Camps,Exact match (close variant),None,1,3,2.36,0.00,OK,Appears relevant
long island ny summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
volleyball teams near me for 13 year olds,CM - pMax - Portland (MxConv), --,Performance Max,None,1,4,0.76,0.00,OK,Appears relevant for Portland market
camp mohawk,CM - pMax - Portland (MxConv), --,Performance Max,None,0,15,0.00,0.00,OK,Appears relevant for Portland market
fun activities for kids today,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,OK,Appears relevant for Portland market
camp beacon ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
teens summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
camp robbins walden ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
rising stars camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,1,1.11,0.00,OK,Appears relevant
mineola summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,12,0.00,0.00,OK,Appears relevant
long island art camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
barcelona soccer summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
topspin tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
baseball summer camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
kids soccer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,2,0.73,0.00,OK,Appears relevant
summer soccer long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,13,3.16,0.00,OK,Appears relevant
summer camp day camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
sports for 5 year olds,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
summer camps that accept vouchers,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
summer camp for disabled kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
gymnastics near me summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer camp all day,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
private school camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer soccer training camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
lacrosse clinics for beginners near me,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
camps suffolk county ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
equestrian summer camp,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Exact match (close variant),None,0,12,0.00,0.00,OK,Appears relevant
port chester summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
soccer clinics,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match,Added,1,18,2.28,0.00,OK,Appears relevant
town of hempstead tennis lessons,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,6,0.00,0.00,OK,Appears relevant
gaming camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,10,0.00,0.00,OK,Appears relevant
malverne summer rec 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
day camps for teens,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
youth service camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
farmingdale college camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,11,21,14.57,0.25,OK,Appears relevant
pocantico hills day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,16,1.46,0.00,OK,Appears relevant
pershing field summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
fit fun summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camps for 3 4 year olds,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
video game summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
